provincename,Longitude,Latitude,Region.Name,Date/Time,production_in_division_X22.Utilities,production_in_division_X23.Construction,production_in_division_X31.33.Manufacturing,production_in_division_X48.49.Transportation.and.warehousing,production_in_division_X61.Educational.services,production_in_division_X62.Health.care.and.social.assistance,production_in_division_X72.Accommodation.and.food.services,production_in_division_X81.Other.services..except.public.administration.,production_in_division_X91.Public.administration,production_in_division_X11.Agriculture.forestry.fishing.hunting.21.Mining.quarrying.and.oil.and.gas.extraction,production_in_division_X41.Wholesale.trade.44.45.Retail.trade,production_in_division_X52.Finance.and.insurance.53.Real.estate.and.rental.and.leasing,production_in_division_X54.Professional..scientific.and.technical.services.55.56,production_in_division_X51.Information.culture.and.recreation.71,Population,GeoUID,Station Name,Climate ID,Mean Max Temp (°C),Mean Min Temp (°C),Mean Temp (°C),Extr Max Temp (°C),Extr Min Temp (°C),Total Rain (mm),Total Snow (cm),Total Precip (mm),Snow Grnd Last Day (cm),Dir of Max Gust (10s deg),Spd of Max Gust (km/h)
Ontario,-75.06,45.29,North Stormont (TP),1998-09-01,11.648492512175268,28.69756807965303,36.760986907505824,13.483247594624448,9.872615626467224,18.76813559884832,2.690047444711672,5.4582262809949365,27.96255514687692,42.59118285038572,22.01648902193712,24.69964389508927,15.157116224107572,5.317562460921862,6873.0,3501042,ST. ALBERT,6107276,21.1,8.9,15.0,28.0,1.0,106.8,0.0,106.8,0.0,0.0,0.0
Ontario,-75.06,45.29,North Stormont (TP),1998-10-01,11.09643696972025,28.86421437450129,36.656659623381486,14.031714679831124,10.403032779947614,18.584179898659293,2.7364067079652776,5.58308183698114,28.4802204031425,41.646560251432206,21.85340316735527,23.778910887202457,15.301009876252236,5.642287931111355,6873.0,3501042,ST. ALBERT,6107276,14.5,4.2,9.4,24.0,-4.0,52.8,0.0,52.8,0.0,0.0,0.0
Ontario,-75.06,45.29,North Stormont (TP),1998-11-01,11.579785090279552,28.039799346090728,37.15727869834317,14.04399129045195,10.55872249968202,18.561843035818864,2.6927700019118945,5.492920688163235,28.378105623274,42.51725902916738,22.199368738537697,25.07436459694423,15.537638719788282,5.531953842277466,6873.0,3501042,ST. ALBERT,6107276,6.3,0.0,3.2,16.5,-7.0,47.2,0.0,47.2,0.0,0.0,0.0
Ontario,-75.06,45.29,North Stormont (TP),1998-12-01,11.238759817745215,28.85829865293695,37.468415077399406,14.374072298183888,10.372350232943376,18.73637753922751,2.7862520653643195,5.433098831364846,28.79983501352882,44.75749180206385,22.104657510451776,25.310277889253573,15.623646663111414,5.750025233289236,6873.0,3501042,ST. ALBERT,6107276,1.2,-7.0,-2.9,14.5,-28.0,47.8,15.0,62.8,0.0,0.0,0.0
Ontario,-75.06,45.29,North Stormont (TP),1999-01-01,10.822049836592289,29.392286881177974,37.71804292080231,14.572000165947752,9.895549675831974,18.91898102543336,2.911293245437012,5.378618746778336,27.870113253449578,40.96420446149936,22.04673812487352,24.069785472215223,15.284887467158557,5.808724317128562,6873.0,3501042,ST. ALBERT,6107276,-5.8,-15.6,-10.7,8.0,-31.5,38.6,83.0,121.6,0.0,0.0,0.0
Ontario,-75.06,45.29,North Stormont (TP),1999-02-01,10.86274653833696,31.908240978020505,39.31260722111856,14.315102487089478,10.660529692475317,19.74714729992634,3.0280167586830213,5.6157365394685455,29.10307037082437,41.72312804511404,23.60416589872785,25.707018758614065,16.50222794183605,6.227604230901542,6873.0,3501042,ST. ALBERT,6107276,-1.2,-11.7,-6.5,8.5,-22.0,32.4,27.0,59.4,0.0,0.0,0.0
Ontario,-75.06,45.29,North Stormont (TP),1999-03-01,10.254745541168935,30.729108998724943,38.95948870028823,14.61196258216601,10.116426318622183,19.2207041217184,3.0486364730159647,5.650542710803129,29.05528215730312,39.2012593354849,23.10027692386094,25.66081996361264,16.74978204568453,6.226308158150558,6873.0,3501042,ST. ALBERT,6107276,1.3,-7.5,-3.1,11.5,-19.0,53.4,91.4,144.8,0.0,0.0,0.0
Ontario,-75.06,45.29,North Stormont (TP),1999-04-01,11.048902413313154,32.25155210862613,39.27176786915216,15.269778607154825,10.43977106370855,19.419439282556983,2.999456764671758,5.65928426278743,29.00462321180292,38.36127204822901,22.57048699755439,25.402455620947418,16.93278965583052,6.112641587909733,6873.0,3501042,ST. ALBERT,6107276,12.4,0.2,6.3,21.0,-5.0,23.8,0.0,23.8,0.0,0.0,0.0
Ontario,-75.06,45.29,North Stormont (TP),1999-05-01,11.049860607925138,33.244435860914564,39.612154982879225,15.16385093838921,10.547337628075194,19.49605129201332,2.983943824190528,5.6795721401932,28.80270641342481,44.11871170815033,22.7187684817614,25.344518515945065,16.945134650721396,6.214168603163976,6873.0,3501042,ST. ALBERT,6107276,23.2,7.5,15.4,33.0,0.0,42.0,0.0,42.0,0.0,0.0,0.0
Ontario,-75.06,45.29,North Stormont (TP),1999-06-01,10.992436778178444,33.03141143608314,39.61731271357249,14.883702517114276,10.69739394445214,19.393085497378973,2.941128990025549,5.758299399353718,29.56703167844755,42.01509665766114,22.852400613706017,25.86077283499511,17.272732347496245,6.120133505153476,6873.0,3501042,ST. ALBERT,6107276,26.7,14.0,20.3,34.0,3.5,94.0,0.0,94.0,0.0,0.0,0.0
Ontario,-75.06,45.29,North Stormont (TP),1999-07-01,10.465046751538194,33.317425400672306,37.71609617682171,14.64984779082897,10.3467169506423,19.58615790222637,2.8950889579618577,5.7628042068405945,28.83692905246474,44.70703641130523,22.80718612193841,26.523265340083977,17.15838569080961,6.243209814394492,6873.0,3501042,ST. ALBERT,6107276,27.5,15.9,21.8,32.0,10.0,125.0,0.0,125.0,0.0,0.0,0.0
Ontario,-75.06,45.29,North Stormont (TP),1999-08-01,9.883756911436812,33.16055283109563,40.04447802565547,14.77563885128128,10.265170698820238,19.63490681524545,2.8524178947421297,5.94084864058332,27.854307641689587,44.47582636653838,23.42733322754901,26.1492461270656,17.4238456821848,5.980906118940071,6873.0,3501042,ST. ALBERT,6107276,25.2,12.1,18.6,33.5,4.5,41.8,0.0,41.8,0.0,0.0,0.0
Ontario,-75.06,45.29,North Stormont (TP),1999-09-01,11.145414556257162,33.72648081808067,40.74168051555255,14.994113275465487,10.721973040160854,19.208270062698507,2.9353756343263115,5.977719765510145,28.83863941143577,39.32173320710597,23.6772833611376,26.09263056295952,17.734717788899193,6.133807542560011,6873.0,3501042,ST. ALBERT,6107276,23.0,10.6,16.8,34.0,0.5,178.8,0.0,178.8,0.0,0.0,0.0
Ontario,-75.06,45.29,North Stormont (TP),1999-10-01,10.761045819088109,34.085418185932525,39.964172271692135,14.5627030922341,10.766229399271271,19.40645673876677,2.882001112974747,6.037555518014739,28.862411890868323,40.64284987163948,23.38291878154288,26.080274624539467,17.370587568433073,6.136346791874487,6873.0,3501042,ST. ALBERT,6107276,12.9,2.3,7.6,21.5,-5.0,75.4,0.0,75.4,0.0,0.0,0.0
Ontario,-75.06,45.29,North Stormont (TP),1999-11-01,10.32030178156146,34.8005857817169,41.08825444060759,15.0455479803288,11.157121879906532,19.745534942357207,2.9871409917758904,6.187192884494052,29.93977082006945,40.55003446964261,24.00898613032488,26.76046011977231,18.1732979680288,6.465587967194971,6873.0,3501042,ST. ALBERT,6107276,8.6,0.2,4.4,18.0,-8.0,71.8,2.0,73.8,0.0,0.0,0.0
Ontario,-75.06,45.29,North Stormont (TP),1999-12-01,9.74910846215716,35.37523912879518,41.74444295452526,15.130850207709187,10.69845921860028,19.800917010695613,2.9569644888696,6.152144578817517,29.181718994001777,41.2999850674577,24.09033768328161,26.407767422515228,18.290794638626583,6.191197105191059,6873.0,3501042,ST. ALBERT,6107276,0.2,-8.0,-3.9,15.0,-26.0,60.4,31.0,91.4,0.0,0.0,0.0
Ontario,-75.06,45.29,North Stormont (TP),2000-01-01,10.825730020006404,35.60226118654288,40.73353813770716,14.623363033941178,10.818495875118556,19.62686634379869,3.0436795315812164,6.005903203150334,29.535644121267445,49.48762598576692,24.278808472548487,26.43423594973596,18.628131840262025,6.360523626186232,6873.0,3501042,ST. ALBERT,6107276,-5.1,-14.5,-9.8,8.5,-27.5,47.2,28.0,75.2,0.0,0.0,0.0
Ontario,-75.06,45.29,North Stormont (TP),2000-02-01,11.38596812239017,35.790393587780024,40.580373270649936,15.438874814993197,10.635478677547098,20.290098370521623,2.949279026990611,6.006538787832317,29.649321571106498,45.79888018537765,24.236500905711434,27.15125145883388,18.619160888760884,6.434833986359401,6873.0,3501042,ST. ALBERT,6107276,-2.1,-14.0,-8.0,11.5,-29.5,10.2,63.0,73.2,0.0,0.0,0.0
Ontario,-75.06,45.29,North Stormont (TP),2000-03-01,10.421607135020023,35.60556161343136,42.09001336080473,15.188845310023783,9.730831561682091,20.07457019512253,3.026274986771538,5.9126867172412085,29.37678991982456,47.44785269683943,24.57721455956536,27.65474682386315,18.67192879702164,6.472306336653518,6873.0,3501042,ST. ALBERT,6107276,6.7,-2.6,2.1,18.5,-13.0,58.2,23.0,81.2,0.0,0.0,0.0
Ontario,-75.06,45.29,North Stormont (TP),2000-04-01,10.537920777332593,35.419571808304006,41.98437651061257,15.176421953284503,10.49548152047477,20.059534816509384,3.0687527881867216,5.819047311868215,29.844580304784888,49.21697582894723,24.4397479135982,26.71346248775372,19.02173539307844,6.680178397580519,6873.0,3501042,ST. ALBERT,6107276,9.5,0.4,5.0,22.0,-6.5,106.8,47.0,153.8,0.0,0.0,0.0
Ontario,-75.06,45.29,North Stormont (TP),2000-05-01,10.987232107808229,34.23714628908815,42.77406836556871,15.172948314432835,10.78223194377631,20.45932662233229,3.079100418995524,5.888262161997845,29.97117173915112,43.0304505905608,24.71138637849705,27.07704846234967,19.398594798098657,6.479457370141524,6873.0,3501042,ST. ALBERT,6107276,18.1,7.5,12.8,26.5,-1.5,190.5,0.0,190.5,0.0,0.0,0.0
Ontario,-75.06,45.29,North Stormont (TP),2000-06-01,9.849983529759418,33.72256772288638,42.970616084817244,15.360289887030046,11.125457527391209,20.05721511194369,3.0388679787424744,6.025094627796067,30.24840093466491,44.99727329281881,25.043541904960723,27.5613016581901,19.276417462514537,6.775768797615736,6873.0,3501042,ST. ALBERT,6107276,21.6,11.8,16.7,28.0,0.0,132.1,0.0,132.1,0.0,0.0,0.0
Ontario,-75.06,45.29,North Stormont (TP),2000-07-01,9.876640239487411,32.44197069732297,41.28110235252224,15.248222056676262,10.711275574276318,19.9445688898012,3.010763154013524,5.953461840379969,29.95500000095306,43.56911815310238,25.3036989615689,28.67383734469809,19.56773815950401,6.856239271270896,6873.0,3501042,ST. ALBERT,6107276,24.8,13.9,19.4,29.5,6.0,78.2,0.0,78.2,0.0,0.0,0.0
Ontario,-75.06,45.29,North Stormont (TP),2000-08-01,9.802678193546855,34.08945949406352,43.69907426689133,16.04942379372624,10.063757913634284,19.53231040035661,3.0182999623151616,6.232747034151158,31.437124904988025,43.08478143636459,25.616583073099864,27.081676700852253,19.601173254727875,6.860454420901182,6873.0,3501042,ST. ALBERT,6107276,24.7,13.6,19.2,28.0,7.0,103.2,0.0,103.2,0.0,0.0,0.0
Ontario,-75.06,45.29,North Stormont (TP),2000-09-01,10.536881373376284,33.50528798797912,43.47134986752594,15.690875511997824,10.94136277052265,20.120116898016665,3.056793579487324,6.220779994922101,30.543686617791355,41.3774434276836,25.5344101304604,27.802050545893103,19.701632208494622,6.842473223481257,6873.0,3501042,ST. ALBERT,6107276,19.1,7.3,13.2,30.5,-5.0,82.0,0.0,82.0,0.0,0.0,0.0
Ontario,-75.06,45.29,North Stormont (TP),2000-10-01,10.605347772489033,34.736564449446185,44.70249087251397,15.742714285224585,11.100256605385727,20.34128628312247,3.064882561445825,6.222176804245126,30.34862618417012,41.73742978338681,26.272888041511145,27.95515242918341,19.92186645731325,6.953411235255168,6873.0,3501042,ST. ALBERT,6107276,13.2,3.5,8.4,23.5,-6.5,39.4,0.0,39.4,0.0,0.0,0.0
Ontario,-75.06,45.29,North Stormont (TP),2000-11-01,10.38707228184383,33.378754023047016,43.38578860651339,15.421750838992384,10.294032821281814,20.28300947664012,2.9357629087578228,6.046404437760782,29.495831863570604,45.95689445243564,25.18994549347009,26.874609053649184,19.09593914497327,6.909220789353091,6873.0,3501042,ST. ALBERT,6107276,5.3,-2.6,1.4,15.0,-19.0,79.8,9.0,88.8,0.0,0.0,0.0
Ontario,-75.06,45.29,North Stormont (TP),2000-12-01,10.590693264091746,32.59775860023219,43.45331998148238,15.178034734127356,10.604658514770618,20.6795436624163,3.121457776499116,6.446669295740291,30.15838562018921,45.38951404685481,26.026756586304263,27.88720362940836,19.809379801995952,7.017254620354658,6873.0,3501042,ST. ALBERT,6107276,-6.2,-15.1,-10.7,6.5,-29.5,16.8,91.0,107.8,0.0,0.0,0.0
Ontario,-75.06,45.29,North Stormont (TP),2001-01-01,9.645073928509328,33.392361318364024,41.99479571726397,15.853635273468091,11.044080534020656,20.26965350579733,3.1550456479212503,6.134638546124109,30.488231310221188,49.45986916651227,25.88656365418264,28.67064164385732,19.758937764725964,7.106594673337884,6873.0,3501042,ST. ALBERT,6107276,-4.4,-16.5,-10.5,1.5,-30.5,0.0,68.0,68.0,0.0,0.0,0.0
Ontario,-75.06,45.29,North Stormont (TP),2001-02-01,10.145481838721292,36.2465967496782,41.51287925995143,15.307606860903617,11.172213993954664,20.296619388410072,3.0943217057201973,6.2865293593556935,29.341748408252467,48.64650951407127,25.337886173307773,28.4920212429056,19.919854103514112,7.098270805622621,6873.0,3501042,ST. ALBERT,6107276,-3.8,-15.4,-9.6,7.0,-29.0,16.6,30.0,46.6,0.0,0.0,0.0
Ontario,-75.06,45.29,North Stormont (TP),2001-03-01,9.144763804319831,36.190021738376245,40.84280272273496,14.697888024972194,10.259435478952394,20.46447213037724,3.103407066485484,6.308179664803177,28.29457728441973,47.8275901716323,25.47256484675908,27.8313317550335,19.833658931659816,7.201669485610672,6873.0,3501042,ST. ALBERT,6107276,0.9,-8.9,-4.0,7.5,-26.5,5.0,39.0,44.0,0.0,0.0,0.0
Ontario,-75.06,45.29,North Stormont (TP),2001-04-01,10.570206742550637,37.961808173468825,41.74585068710971,15.96334508444043,11.034099917795364,21.22723565415152,3.053904537201733,6.185170121192814,30.197141186876564,48.85983037825584,26.016526929836125,28.525289002748146,20.584548178962223,7.169155037167503,6873.0,3501042,ST. ALBERT,6107276,12.4,-0.2,6.1,26.5,-6.5,16.3,0.0,16.3,0.0,0.0,0.0
Ontario,-75.06,45.29,North Stormont (TP),2001-05-01,10.680753706819994,38.03718905324537,41.43514984630776,15.761665239546923,10.949445140329178,20.671487549631525,2.954618691812972,6.332810200584733,30.96244709755953,48.45138460718197,25.611134367074875,28.60628572100684,19.96858371460868,7.196241869541053,6873.0,3501042,ST. ALBERT,6107276,20.5,7.6,14.1,30.0,-2.5,97.4,0.0,97.4,0.0,0.0,0.0
Ontario,-75.06,45.29,North Stormont (TP),2001-06-01,10.46347158680524,36.46787181321619,40.7764767745638,16.113655870443516,11.052345671382598,20.469502831857703,2.9646644548410808,6.377643771656167,30.56859089605958,46.33390223329405,26.056480863049952,28.314359117998027,19.644963825896923,7.224935737870962,6873.0,3501042,ST. ALBERT,6107276,25.4,13.3,19.4,34.0,2.0,77.6,0.0,77.6,0.0,0.0,0.0
Ontario,-75.06,45.29,North Stormont (TP),2001-07-01,10.2285715536398,39.83151464239225,43.13506211210619,15.939313935295491,10.543527493275954,20.84965056942554,2.995841710675139,6.603834016691996,30.884772721546582,44.23311966400732,26.430906978666137,29.59875607686675,20.20169269687212,7.59824218707473,6873.0,3501042,ST. ALBERT,6107276,25.5,12.8,19.2,33.0,4.0,47.4,0.0,47.4,0.0,0.0,0.0
Ontario,-75.06,45.29,North Stormont (TP),2001-08-01,10.248430885336482,37.81677952320073,40.11051023460261,15.479780463310629,9.638225797246273,19.89680744913749,2.99736404019803,6.3886846062599405,32.34813190360251,39.9817865273645,25.95656482466578,29.29251477376881,19.739814612846395,7.351837771453226,6873.0,3501042,ST. ALBERT,6107276,28.6,14.3,21.5,36.0,5.0,50.8,0.0,50.8,0.0,0.0,0.0
Ontario,-75.06,45.29,North Stormont (TP),2001-09-01,10.107342222842169,38.36350110275,39.38378849508261,15.721490622369185,10.513369489299544,20.632216846572582,2.889117385030104,6.391942753829572,31.425689735519303,42.666345996218766,25.793200051211524,29.28008939503401,19.11722096884781,7.318469886032648,6873.0,3501042,ST. ALBERT,6107276,22.0,9.0,15.5,32.0,-1.0,131.8,0.0,131.8,0.0,0.0,0.0
Ontario,-75.06,45.29,North Stormont (TP),2001-10-01,11.269798703885265,37.333755488017104,39.76225230611037,15.747287312537424,10.505955150524112,20.70715480297497,2.989773173602768,6.313934136742277,31.45268465453291,41.263431085301605,25.92987829186248,30.174403127586025,18.887205800139533,7.151582093475899,6873.0,3501042,ST. ALBERT,6107276,14.5,5.1,9.9,26.0,-7.0,119.8,0.0,119.8,0.0,0.0,0.0
Ontario,-75.06,45.29,North Stormont (TP),2001-11-01,10.610770639287749,36.6178274814572,38.77436030885044,15.644097553808308,10.15916551269117,19.94899739979221,3.08725983599175,6.208550731127125,31.417946353527626,41.55537097018204,25.175933986202786,29.29944905942768,18.997853347403822,7.275800037765332,6873.0,3501042,ST. ALBERT,6107276,8.8,0.3,4.5,19.0,-9.5,88.0,2.0,90.0,0.0,0.0,0.0
Ontario,-75.06,45.29,North Stormont (TP),2001-12-01,10.474728676516971,39.03693355502027,39.28100882817475,16.041532035465416,10.847748625729118,20.286116024902743,3.1267085662287646,6.536590136462523,32.821455458538814,42.37397694497365,26.14803744370926,29.524461153903875,19.48763859716741,7.403079653067319,6873.0,3501042,ST. ALBERT,6107276,2.6,-5.5,-1.5,17.0,-16.0,40.4,38.0,78.4,0.0,0.0,0.0
Ontario,-75.06,45.29,North Stormont (TP),2002-01-01,10.552964564702338,39.805344319868986,41.40499880341229,14.935943234617596,10.810019288424629,20.80446687471456,2.997449204420003,6.527780873436415,32.23718393918308,42.73270321173292,27.44528254149137,29.32648990873835,19.80215980127213,7.4925260697103,6873.0,3501042,ST. ALBERT,6107276,-0.6,-9.0,-4.9,5.0,-23.0,6.4,41.4,47.8,0.0,0.0,0.0
Ontario,-75.06,45.29,North Stormont (TP),2002-02-01,10.574132231324564,39.92203261114833,42.163954327352265,14.77103219937458,11.167646114949608,20.92715643001951,2.996943052158812,6.374871525651551,32.22529281574747,42.229606822072206,27.172349380039705,29.540947441356444,20.162293728434985,7.44269278677235,6873.0,3501042,ST. ALBERT,6107276,-0.8,-12.1,-6.5,7.5,-23.5,28.4,26.0,54.4,0.0,0.0,0.0
Ontario,-75.06,45.29,North Stormont (TP),2002-03-01,10.118053737881642,39.93154827643745,41.4784880949241,15.22568803135784,10.838191477953734,20.506569728630545,3.013214874928613,6.219689326490957,30.338201208777328,41.31932369364976,26.75508962610367,29.449774703206973,20.4794874951504,7.236218610038616,6873.0,3501042,ST. ALBERT,6107276,1.8,-7.6,-2.9,15.0,-19.5,45.0,68.0,113.0,0.0,0.0,0.0
Ontario,-75.06,45.29,North Stormont (TP),2002-04-01,11.00795351742754,39.37926830775394,42.35789446712318,15.497861231829454,10.508093984094048,20.883845641833545,3.0818607282472086,6.71403512468898,29.77680780023441,42.414130713178935,26.80469419035463,29.188202188567047,20.35911338307876,7.454411026242665,6873.0,3501042,ST. ALBERT,6107276,11.9,2.0,6.9,29.5,-8.5,70.2,15.0,85.2,0.0,0.0,0.0
Ontario,-75.06,45.29,North Stormont (TP),2002-05-01,11.068868032110109,37.53756749011465,43.00352223833133,15.582190857325417,10.785176333851474,21.042025073320826,3.081834373444343,6.43051360986715,32.097352405388186,40.88401762862233,26.68137411356648,29.19934137523593,19.972437996543444,7.671700183183087,6873.0,3501042,ST. ALBERT,6107276,16.3,5.4,10.9,28.0,-2.5,128.6,0.0,128.6,0.0,0.0,0.0
Ontario,-75.06,45.29,North Stormont (TP),2002-06-01,11.468976221078156,38.02598155979299,41.775160689217785,15.528573210769125,10.8243993610196,21.194536225212968,3.1177415151712533,6.5810918998595085,32.45435446634302,44.080851752272,27.03286077233652,29.999643221710954,19.688594431143184,7.409665249281552,6873.0,3501042,ST. ALBERT,6107276,22.6,11.2,16.9,29.0,2.0,188.4,0.0,188.4,0.0,0.0,0.0
Ontario,-75.06,45.29,North Stormont (TP),2002-07-01,10.756281144154231,41.07237646712368,45.24657908793807,15.224406418703447,11.02499944050124,20.550242221879376,3.1593290712302164,6.598096240367007,33.15738555627963,43.95836695872504,27.22846199852214,29.8827330917318,19.66491387822602,7.519900783135027,6873.0,3501042,ST. ALBERT,6107276,27.1,15.5,21.3,33.5,6.0,51.8,0.0,51.8,0.0,0.0,0.0
Ontario,-75.06,45.29,North Stormont (TP),2002-08-01,10.985061093811956,37.368712073316,42.60711472362206,15.949415269305884,10.744937691087625,20.90875223778567,3.159695576370677,6.573078588712689,33.0544955260594,48.807119390505946,27.52055506262702,30.182862329019592,20.25475247176051,7.543659856028217,6873.0,3501042,ST. ALBERT,6107276,26.7,13.4,20.1,34.0,6.5,48.2,0.0,48.2,0.0,0.0,0.0
Ontario,-75.06,45.29,North Stormont (TP),2002-09-01,10.504662249587618,38.404627203111815,41.81389739956495,15.650616247988768,10.881669081591134,20.916060244709467,3.256476395305244,6.580819869027504,32.82441513274158,44.65429443977111,27.36887332773668,30.09988518060361,20.43674007918323,7.436134705365093,6873.0,3501042,ST. ALBERT,6107276,24.1,10.3,17.2,34.0,1.5,62.8,0.0,62.8,0.0,0.0,0.0
Ontario,-75.06,45.29,North Stormont (TP),2002-10-01,10.557027163047744,38.76593709789383,42.40160739316456,16.060082675553442,11.124976725683156,21.25967373613624,3.257091945998201,6.57380059596167,32.85786015284998,45.63448702725518,27.217114200264795,29.869973472093253,20.84973470327781,7.802574741673146,6873.0,3501042,ST. ALBERT,6107276,11.6,1.6,6.6,26.5,-6.5,104.0,0.0,104.0,0.0,0.0,0.0
Ontario,-75.06,45.29,North Stormont (TP),2002-11-01,10.28331579680286,40.65642416110435,42.02463709960583,16.0467983749932,11.128510620833936,21.48203130643727,3.326934410455759,6.735565550709566,31.914710186527284,43.01596149669929,27.766495387783376,30.52140441903707,20.75440007009473,8.030895678302853,6873.0,3501042,ST. ALBERT,6107276,4.4,-3.5,0.4,19.5,-14.0,40.0,50.2,90.2,0.0,0.0,0.0
Ontario,-75.06,45.29,North Stormont (TP),2002-12-01,10.70331887066136,39.731290966308734,40.50582068362747,15.524771527119787,11.262225770121688,21.32929843713136,3.340431404196557,6.70561348539949,32.54616031467263,42.40075658880787,27.31677890564028,30.292519118177207,20.66522349263768,7.754160362304897,6873.0,3501042,ST. ALBERT,6107276,-1.3,-9.5,-5.4,6.5,-22.0,18.2,2.0,20.2,0.0,0.0,0.0
Ontario,-75.06,45.29,North Stormont (TP),2003-01-01,9.951864659073568,40.08735410419122,41.70796046055833,15.563307140829092,11.365915373744713,21.058693504679987,3.008021404458127,6.604791633100247,33.494779431773914,46.49929210138306,28.09935996504093,29.10039622567728,20.644101724600368,7.790091745417664,6873.0,3501042,ST. ALBERT,6107276,-8.4,-18.6,-13.5,1.0,-31.0,0.0,33.0,33.0,0.0,0.0,0.0
Ontario,-75.06,45.29,North Stormont (TP),2003-02-01,10.596667559476211,39.97553498001449,41.72890247560342,16.117858791670617,10.957172976327051,21.055705691883787,3.085688125135224,6.580234236006745,33.8387740341222,45.54251578656233,29.03542082520639,29.519235047164404,20.89328735430124,7.840686538773468,6873.0,3501042,ST. ALBERT,6107276,-6.6,-17.6,-12.1,3.5,-33.5,12.2,48.2,60.4,0.0,0.0,0.0
Ontario,-75.06,45.29,North Stormont (TP),2003-03-01,10.390100169418702,38.36070610029917,41.500857684107565,15.072058469536843,10.520263738509422,21.554284025725263,2.99480056571262,6.601450008677608,34.393838342703106,44.427102418538766,28.425098985031266,29.537690121232725,20.749750170263653,7.5086020535833935,6873.0,3501042,ST. ALBERT,6107276,1.4,-9.8,-4.2,15.0,-30.0,37.2,52.0,89.2,0.0,0.0,0.0
Ontario,-75.06,45.29,North Stormont (TP),2003-04-01,11.080439611161085,39.29959398030049,40.92769542317526,15.45459742878911,11.116518725626268,21.202782901381013,2.7482080404748603,6.481980145226836,33.136734349319354,45.20140596026928,27.633716594805247,29.68282812632003,20.167409475125787,7.648744369881322,6873.0,3501042,ST. ALBERT,6107276,9.0,-1.2,3.9,25.0,-11.5,53.6,14.8,68.4,0.0,0.0,0.0
Ontario,-75.06,45.29,North Stormont (TP),2003-05-01,10.376901901364551,40.39508551962452,42.165302883846735,14.830378675896602,10.919352047237648,21.25220904336384,2.798766870918055,6.495794235606676,33.14064382683016,42.856286935539245,28.324377093706143,29.712529740045444,20.49878696375698,7.287019745731334,6873.0,3501042,ST. ALBERT,6107276,18.0,6.7,12.3,27.5,-1.0,131.8,0.0,131.8,0.0,0.0,0.0
Ontario,-75.06,45.29,North Stormont (TP),2003-06-01,11.16951344559874,40.67487824554441,41.70356113035992,15.184206858877785,11.228655160620589,21.371293564561324,2.814519231757023,6.507722705918711,32.59517750706464,41.34377462562225,28.389984724300884,30.56723518075486,20.455977578880827,7.23163950039751,6873.0,3501042,ST. ALBERT,6107276,24.2,11.8,18.0,33.0,3.5,76.0,0.0,76.0,0.0,0.0,0.0
Ontario,-75.06,45.29,North Stormont (TP),2003-07-01,11.287410045074148,42.28520721922543,43.73289269612426,15.140761382199118,10.86720256458604,22.12453157563313,2.7866413615747923,6.417439413870404,33.44550297879475,43.81118395529998,28.24460894212938,30.726629825298915,21.24914569429779,7.408418222404561,6873.0,3501042,ST. ALBERT,6107276,26.1,14.7,20.4,31.5,7.5,82.0,0.0,82.0,0.0,0.0,0.0
Ontario,-75.06,45.29,North Stormont (TP),2003-08-01,11.391691659972352,38.98528127736318,39.9142772929159,14.052076949559089,10.331651406424902,21.50340036746392,2.7671155644545085,6.4579973975334894,31.22402781443277,43.96138157811175,27.081103217891688,29.503015639771206,19.76931510154788,7.193059832595381,6873.0,3501042,ST. ALBERT,6107276,26.1,15.1,20.6,30.5,6.5,108.8,0.0,108.8,0.0,0.0,0.0
Ontario,-75.06,45.29,North Stormont (TP),2003-09-01,10.954430337304672,39.61520538074464,42.868918896511815,15.328606296887047,11.723812727522226,21.906782371370586,2.837785963429703,6.625953435408501,32.881441288244616,45.56260761142014,28.43919484594386,30.923179929206256,20.65827305372528,7.46789344324253,6873.0,3501042,ST. ALBERT,6107276,22.6,9.9,16.2,29.5,1.0,78.8,0.0,78.8,0.0,0.0,0.0
Ontario,-75.06,45.29,North Stormont (TP),2003-10-01,10.576906006399575,40.53999294328811,43.00240597050924,15.060567611854784,11.578151167210864,22.078727052097697,2.95456153634202,6.492159168802237,32.70867145600218,45.73259488364183,28.73662599785248,30.63149493024944,20.907648166617456,7.5385157634245425,6873.0,3501042,ST. ALBERT,6107276,12.0,2.0,7.0,24.0,-2.5,184.8,0.0,184.8,0.0,0.0,0.0
Ontario,-75.06,45.29,North Stormont (TP),2003-11-01,11.620745768970268,41.76240959569715,43.08104418398817,15.438980509482104,11.53258867253274,22.2276031661266,2.879702557470827,6.460244272293063,33.3265293459365,44.62524707415036,28.52049213102313,31.03317210844984,21.2278639920466,7.659995752798716,6873.0,3501042,ST. ALBERT,6107276,6.7,-1.7,2.5,18.5,-10.0,107.4,4.2,111.6,0.0,0.0,0.0
Ontario,-75.06,45.29,North Stormont (TP),2003-12-01,11.384329461980174,40.48513608235758,42.94822688656845,15.337046594311834,11.316974662380758,22.13587470452667,3.015679741772618,6.467124505679125,33.57599841744513,45.44212901422145,28.646063101941888,30.52977954898238,21.067544229210224,7.688051546654819,6873.0,3501042,ST. ALBERT,6107276,-1.1,-8.9,-5.0,4.5,-17.5,79.4,39.8,119.2,0.0,0.0,0.0
